county,fips,state,all_cause
Buena Vista County,19021,Iowa,689.272528021107
Butler County,19023,Iowa,755.572490457865
Calhoun County,19025,Iowa,748.618054345996
Carroll County,19027,Iowa,718.835065141859
Cass County,19029,Iowa,827.17000657784
Cedar County,19031,Iowa,661.093502285684
Cerro Gordo County,19033,Iowa,789.401015383582
Cherokee County,19035,Iowa,735.61100426027
Chickasaw County,19037,Iowa,702.387065160704
Clarke County,19039,Iowa,840.204873106495
Clay County,19041,Iowa,722.727477462597
Clayton County,19043,Iowa,703.751164874427
Clinton County,19045,Iowa,830.736899368776
Crawford County,19047,Iowa,713.107478688232
Dallas County,19049,Iowa,663.702363407536
Davis County,19051,Iowa,748.657438803725
Decatur County,19053,Iowa,851.152694326724
Delaware County,19055,Iowa,677.043214989647
Des Moines County,19057,Iowa,788.721204750545
Dickinson County,19059,Iowa,662.391206534728
Dubuque County,19061,Iowa,749.739824024657
Emmet County,19063,Iowa,756.444697928648
Fayette County,19065,Iowa,758.365705624185
Floyd County,19067,Iowa,761.010497196482
Franklin County,19069,Iowa,727.722207223521
Fremont County,19071,Iowa,819.202785268139
Greene County,19073,Iowa,731.583320818065
Grundy County,19075,Iowa,682.096932368148
Guthrie County,19077,Iowa,760.53148979984
Hamilton County,19079,Iowa,718.479881725792
Hancock County,19081,Iowa,695.206336361863
Hardin County,19083,Iowa,771.28281495482
Harrison County,19085,Iowa,876.485544910727
Henry County,19087,Iowa,796.800835564436
Howard County,19089,Iowa,731.968564733363
Humboldt County,19091,Iowa,716.983692455475
Ida County,19093,Iowa,779.44585984243
Iowa County,19095,Iowa,700.795391789088
Jackson County,19097,Iowa,776.711030499844
Jasper County,19099,Iowa,743.802534599118
Jefferson County,19101,Iowa,721.253325032035
Johnson County,19103,Iowa,624.43687656167
Jones County,19105,Iowa,687.414460828537
Keokuk County,19107,Iowa,703.85004187346
Kossuth County,19109,Iowa,660.842341825846
Lee County,19111,Iowa,902.772902934414
Linn County,19113,Iowa,721.019448677369
Louisa County,19115,Iowa,798.558813094156
Lucas County,19117,Iowa,775.748170468204
Lyon County,19119,Iowa,689.464092861694
Madison County,19121,Iowa,778.568863855134
Mahaska County,19123,Iowa,728.89025815521
Marion County,19125,Iowa,799.230632715582
Marshall County,19127,Iowa,922.281942916889
Mills County,19129,Iowa,868.728562651733
Mitchell County,19131,Iowa,659.153531621455
Monona County,19133,Iowa,888.227811826936
Monroe County,19135,Iowa,867.623538322764
Montgomery County,19137,Iowa,869.817084696682
Muscatine County,19139,Iowa,825.597140096584
O'Brien County,19141,Iowa,735.213251028263
Osceola County,19143,Iowa,729.789986777613
Page County,19145,Iowa,826.517783725165
Palo Alto County,19147,Iowa,775.888474201475
Plymouth County,19149,Iowa,721.602745424597
Pocahontas County,19151,Iowa,741.514242446867
Polk County,19153,Iowa,795.470783490974
Pottawattamie County,19155,Iowa,865.649897248247
Poweshiek County,19157,Iowa,771.22190604743
Ringgold County,19159,Iowa,753.86457674052
Sac County,19161,Iowa,733.950253459052
Scott County,19163,Iowa,779.658000642894
Shelby County,19165,Iowa,679.473661200737
Sioux County,19167,Iowa,594.864914398519
Story County,19169,Iowa,632.384848229953
Tama County,19171,Iowa,765.900590033438
Taylor County,19173,Iowa,763.975647172815
Union County,19175,Iowa,846.662777581754
Van Buren County,19177,Iowa,821.729200151954
Wapello County,19179,Iowa,898.871819330548
Warren County,19181,Iowa,765.827410873352
Washington County,19183,Iowa,720.739515736685
Wayne County,19185,Iowa,820.605586619764
Webster County,19187,Iowa,905.862273802945
Winnebago County,19189,Iowa,713.723174461369
Winneshiek County,19191,Iowa,603.098645248217
Woodbury County,19193,Iowa,852.011522047111
Worth County,19195,Iowa,763.411684790529
Wright County,19197,Iowa,718.030427546219
Allen County,20001,Kansas,959.287158793489
Anderson County,20003,Kansas,791.945842945366
Atchison County,20005,Kansas,884.746868342761
Barber County,20007,Kansas,892.890465323415
Barton County,20009,Kansas,801.171834557815
Bourbon County,20011,Kansas,920.902654031994
Brown County,20013,Kansas,880.765038003202
Butler County,20015,Kansas,876.039094498801
Chase County,20017,Kansas,837.930414918364
Chautauqua County,20019,Kansas,902.460933261321
Cherokee County,20021,Kansas,1073.74915634994
Cheyenne County,20023,Kansas,684.366781249144
Clark County,20025,Kansas,819.882554743348
Clay County,20027,Kansas,747.599530341985
Cloud County,20029,Kansas,835.126057081922
Coffey County,20031,Kansas,886.828518187536
Comanche County,20033,Kansas,950.805102664155
Cowley County,20035,Kansas,961.4396253246
Crawford County,20037,Kansas,949.610591039841
Decatur County,20039,Kansas,778.241358648301
Dickinson County,20041,Kansas,827.634609398908
Doniphan County,20043,Kansas,802.502242616319
Douglas County,20045,Kansas,725.353613639498
Edwards County,20047,Kansas,883.593864872845
Elk County,20049,Kansas,890.807477621687
Ellis County,20051,Kansas,767.214299903331
Ellsworth County,20053,Kansas,810.411116137744
Finney County,20055,Kansas,764.8430650964
Ford County,20057,Kansas,816.570385420724
Franklin County,20059,Kansas,873.487905247376
Geary County,20061,Kansas,901.732815888062
Gove County,20063,Kansas,742.713690722843
Graham County,20065,Kansas,766.965770485128
Grant County,20067,Kansas,847.256443593465
Gray County,20069,Kansas,759.138622880948
Greeley County,20071,Kansas,832.195288134832
Greenwood County,20073,Kansas,938.674522010768
Hamilton County,20075,Kansas,883.238143013554
Harper County,20077,Kansas,926.201351976273
Harvey County,20079,Kansas,789.550832252421
Haskell County,20081,Kansas,768.736690318801
Hodgeman County,20083,Kansas,712.352482545404
Jackson County,20085,Kansas,829.971154500756
Jefferson County,20087,Kansas,799.616280523365
Jewell County,20089,Kansas,754.59264964083
Johnson County,20091,Kansas,652.691386123725
Kearny County,20093,Kansas,902.340726961993
Kingman County,20095,Kansas,814.274665632113
Kiowa County,20097,Kansas,757.672325840264
Labette County,20099,Kansas,984.516775337712
Lane County,20101,Kansas,828.049932802604
Leavenworth County,20103,Kansas,812.203403933562
Lincoln County,20105,Kansas,781.934281190284
Linn County,20107,Kansas,872.541864254558
Logan County,20109,Kansas,801.154532183042
Lyon County,20111,Kansas,813.204056390493
McPherson County,20113,Kansas,811.334861333967
Marion County,20115,Kansas,789.771757659608
Marshall County,20117,Kansas,741.646214719737
Meade County,20119,Kansas,768.231101029095
Miami County,20121,Kansas,805.719012374466
Mitchell County,20123,Kansas,818.909413175431
Montgomery County,20125,Kansas,964.949736386622
Morris County,20127,Kansas,757.04018494287
Morton County,20129,Kansas,851.439884491836
Nemaha County,20131,Kansas,730.601744996562
Neosho County,20133,Kansas,907.140280260651
Ness County,20135,Kansas,767.233908412401
Norton County,20137,Kansas,748.102474461727
Osage County,20139,Kansas,883.346658835331
Osborne County,20141,Kansas,779.80157156818
Ottawa County,20143,Kansas,869.28431169380406
Pawnee County,20145,Kansas,789.216375012486
Phillips County,20147,Kansas,845.291901454574
Pottawatomie County,20149,Kansas,783.144414991969
Pratt County,20151,Kansas,820.474076645461
Rawlins County,20153,Kansas,717.132507980305
Reno County,20155,Kansas,833.237885244355
Republic County,20157,Kansas,790.504090586012
Rice County,20159,Kansas,920.410634849116
Riley County,20161,Kansas,667.635315220926
Rooks County,20163,Kansas,825.300805363738
Rush County,20165,Kansas,780.097328979657
Russell County,20167,Kansas,790.535475291736
Saline County,20169,Kansas,836.216772474849
Scott County,20171,Kansas,814.686728677508
Sedgwick County,20173,Kansas,874.369987819369
Seward County,20175,Kansas,790.726811540279
Shawnee County,20177,Kansas,876.870056678642
Sheridan County,20179,Kansas,731.937286085064
Sherman County,20181,Kansas,838.001805763516
Smith County,20183,Kansas,759.942516314394
Stafford County,20185,Kansas,898.480931528323
Stanton County,20187,Kansas,784.777671935917
Stevens County,20189,Kansas,758.871025751161
Sumner County,20191,Kansas,910.699161315439
Thomas County,20193,Kansas,778.79959246945
Trego County,20195,Kansas,826.376426502988
Wabaunsee County,20197,Kansas,812.725112257912
Wallace County,20199,Kansas,753.934354381059
Washington County,20201,Kansas,725.767962344202
Wichita County,20203,Kansas,760.37941744674
Wilson County,20205,Kansas,974.951793768746
Woodson County,20207,Kansas,918.340155677845
Wyandotte County,20209,Kansas,989.309483353265
Adair County,21001,Kentucky,932.587229625897
Allen County,21003,Kentucky,1033.20125315634
Anderson County,21005,Kentucky,911.951417726562
Ballard County,21007,Kentucky,1045.58677813051
Barren County,21009,Kentucky,972.390330253776
Bath County,21011,Kentucky,1095.19928985156
Bell County,21013,Kentucky,1212.7948026214
Boone County,21015,Kentucky,817.54452468157
Bourbon County,21017,Kentucky,928.401981312662
Boyd County,21019,Kentucky,1012.50620414112
Boyle County,21021,Kentucky,912.504822605197
Bracken County,21023,Kentucky,1088.97171213164
Breathitt County,21025,Kentucky,1446.56687663415
Breckinridge County,21027,Kentucky,1008.36943274931
Bullitt County,21029,Kentucky,826.785970816936
Butler County,21031,Kentucky,1005.93981998835
Caldwell County,21033,Kentucky,1050.93280338557
Calloway County,21035,Kentucky,923.924617514897
Campbell County,21037,Kentucky,911.780601040519
Carlisle County,21039,Kentucky,965.867572359412
Carroll County,21041,Kentucky,1160.23116317106
Carter County,21043,Kentucky,1058.47374851591
Casey County,21045,Kentucky,1044.05948960149
Christian County,21047,Kentucky,1011.96104594051
Clark County,21049,Kentucky,1013.06697003291
Clay County,21051,Kentucky,1287.26718111523
Clinton County,21053,Kentucky,1143.19239211088
Crittenden County,21055,Kentucky,1058.78119154341
Cumberland County,21057,Kentucky,1149.32875127548
Daviess County,21059,Kentucky,889.008967727617
Edmonson County,21061,Kentucky,896.940258943142
Elliott County,21063,Kentucky,1000.29607809224
Estill County,21065,Kentucky,1216.3282897098
Fayette County,21067,Kentucky,826.711847857087
Fleming County,21069,Kentucky,1137.80114627204
Floyd County,21071,Kentucky,1276.44923704586
Franklin County,21073,Kentucky,936.65238671092
Fulton County,21075,Kentucky,1198.59950694844
Gallatin County,21077,Kentucky,1247.78332777995
Garrard County,21079,Kentucky,898.923222374044
Grant County,21081,Kentucky,1070.58229286912
Graves County,21083,Kentucky,998.1099360536
Grayson County,21085,Kentucky,1110.99571297649
Green County,21087,Kentucky,932.049541131152
Greenup County,21089,Kentucky,1012.90021120453
Hancock County,21091,Kentucky,930.193105969451
Hardin County,21093,Kentucky,914.911752073845
Harlan County,21095,Kentucky,1314.21013172802
Harrison County,21097,Kentucky,1023.81860795151
Hart County,21099,Kentucky,1074.39270789676
Henderson County,21101,Kentucky,974.007195980787
Henry County,21103,Kentucky,1018.53029258052
Hickman County,21105,Kentucky,892.685844829105
Hopkins County,21107,Kentucky,1081.58279231479
Jackson County,21109,Kentucky,1189.53723103425
Jefferson County,21111,Kentucky,912.342520779782
Jessamine County,21113,Kentucky,877.662843007936
Johnson County,21115,Kentucky,1195.55728376569
Kenton County,21117,Kentucky,929.707239756118
Knott County,21119,Kentucky,1172.53783247861
Knox County,21121,Kentucky,1183.54018195075
Larue County,21123,Kentucky,961.385668197378
Laurel County,21125,Kentucky,1035.7639410493
Lawrence County,21127,Kentucky,1219.60103315296
Lee County,21129,Kentucky,1338.97792592948
Leslie County,21131,Kentucky,1351.21152774245
Letcher County,21133,Kentucky,1268.47852866455
Lewis County,21135,Kentucky,1084.85508855986
Lincoln County,21137,Kentucky,1052.77841387068
Livingston County,21139,Kentucky,1081.79328687479
Logan County,21141,Kentucky,1033.93020463891
Lyon County,21143,Kentucky,963.19654960031
McCracken County,21145,Kentucky,939.697922738947
McCreary County,21147,Kentucky,1250.37402606228
McLean County,21149,Kentucky,1055.02252931833
Madison County,21151,Kentucky,932.02919416744
Magoffin County,21153,Kentucky,1242.35959140607
Marion County,21155,Kentucky,953.506722693679
Marshall County,21157,Kentucky,984.691024180869
Martin County,21159,Kentucky,1215.57076118547
Mason County,21161,Kentucky,1084.35069333927
Meade County,21163,Kentucky,906.4299415068
Menifee County,21165,Kentucky,1074.57025606413
Mercer County,21167,Kentucky,1001.38405910252
Metcalfe County,21169,Kentucky,1142.06312589495
Monroe County,21171,Kentucky,1190.42185381054
Montgomery County,21173,Kentucky,973.289060873659
Morgan County,21175,Kentucky,1005.5623571057
Muhlenberg County,21177,Kentucky,1064.13547201179
Nelson County,21179,Kentucky,904.770681448473
Nicholas County,21181,Kentucky,1187.98044003092
Ohio County,21183,Kentucky,999.042591361517
Oldham County,21185,Kentucky,789.156932779646
Owen County,21187,Kentucky,947.940602255925
Owsley County,21189,Kentucky,1441.57958611913
Pendleton County,21191,Kentucky,1015.1978075422
Perry County,21193,Kentucky,1410.28287634329
Pike County,21195,Kentucky,1254.32546702327
Powell County,21197,Kentucky,1395.3200607269
Pulaski County,21199,Kentucky,1062.88738772611
Robertson County,21201,Kentucky,1101.43833484077
Rockcastle County,21203,Kentucky,1143.71703908501
Rowan County,21205,Kentucky,1013.53461360511
Russell County,21207,Kentucky,1030.67902490766
Scott County,21209,Kentucky,877.07180488944
Shelby County,21211,Kentucky,850.930844897806
Simpson County,21213,Kentucky,1015.52750057486
Spencer County,21215,Kentucky,887.658703753388
Taylor County,21217,Kentucky,1011.93028011471
Todd County,21219,Kentucky,1064.97640309784
Trigg County,21221,Kentucky,971.739980131455
Trimble County,21223,Kentucky,989.267363835087
Union County,21225,Kentucky,1077.49115455372
Warren County,21227,Kentucky,909.069053288615
Washington County,21229,Kentucky,895.124422777872
Wayne County,21231,Kentucky,1021.46874625672
Webster County,21233,Kentucky,1052.17161134598
Whitley County,21235,Kentucky,1270.66379083943
Wolfe County,21237,Kentucky,1366.53327411241
Woodford County,21239,Kentucky,874.460370231927
Acadia Parish,22001,Louisiana,1092.22597225639
Allen Parish,22003,Louisiana,886.794493391699
Ascension Parish,22005,Louisiana,902.345757931427
Assumption Parish,22007,Louisiana,894.57136631083
Avoyelles Parish,22009,Louisiana,1117.93053631143
Beauregard Parish,22011,Louisiana,1066.71837346439
Bienville Parish,22013,Louisiana,1086.96235274058
Bossier Parish,22015,Louisiana,896.536553647909
Caddo Parish,22017,Louisiana,1014.08947929458
Calcasieu Parish,22019,Louisiana,1049.95405880495
Caldwell Parish,22021,Louisiana,1207.59078540996
Cameron Parish,22023,Louisiana,809.919506150541
Catahoula Parish,22025,Louisiana,1200.97410356825
Claiborne Parish,22027,Louisiana,977.992056613677
Concordia Parish,22029,Louisiana,1095.00690371462
De Soto Parish,22031,Louisiana,1019.20218120325
East Baton Rouge Parish,22033,Louisiana,930.142667217663
East Carroll Parish,22035,Louisiana,1213.54288604315
East Feliciana Parish,22037,Louisiana,1215.53113450589
Evangeline Parish,22039,Louisiana,1114.38199982545
Franklin Parish,22041,Louisiana,1132.39264521615
Grant Parish,22043,Louisiana,1100.99567835797
Iberia Parish,22045,Louisiana,1025.05663597382
Iberville Parish,22047,Louisiana,1021.21069486695
Jackson Parish,22049,Louisiana,1028.63937679645
Jefferson Parish,22051,Louisiana,873.294993100464
Jefferson Davis Parish,22053,Louisiana,1080.25419234622
Lafayette Parish,22055,Louisiana,873.579395651198
Lafourche Parish,22057,Louisiana,905.540097685605
LaSalle Parish,22059,Louisiana,1089.23590501873
Lincoln Parish,22061,Louisiana,874.646772057
Livingston Parish,22063,Louisiana,1003.38384799158
Madison Parish,22065,Louisiana,1296.60204935523
Morehouse Parish,22067,Louisiana,1218.13064643785
Natchitoches Parish,22069,Louisiana,991.775289034817
Orleans Parish,22071,Louisiana,896.767819819916
Ouachita Parish,22073,Louisiana,1021.94070313733
Plaquemines Parish,22075,Louisiana,884.309731636471
Pointe Coupee Parish,22077,Louisiana,968.512360533313
Rapides Parish,22079,Louisiana,1016.27689135415
Red River Parish,22081,Louisiana,1106.00979506487
Richland Parish,22083,Louisiana,1080.07338119062
Sabine Parish,22085,Louisiana,997.766847021523
Saint Bernard Parish,22087,Louisiana,1141.75747399528
Saint Charles Parish,22089,Louisiana,916.5551144078
Saint Helena Parish,22091,Louisiana,1044.34515345112
Saint James Parish,22093,Louisiana,904.113507703833
Saint John the Baptist Parish,22095,Louisiana,1036.04425878219
Saint Landry Parish,22097,Louisiana,1097.26824737679
Saint Martin Parish,22099,Louisiana,975.487480576073
Saint Mary Parish,22101,Louisiana,1027.45346470668
Saint Tammany Parish,22103,Louisiana,870.305075672682
Tangipahoa Parish,22105,Louisiana,1091.04067046992
Tensas Parish,22107,Louisiana,1053.80883570312
Terrebonne Parish,22109,Louisiana,1004.23956327498
Union Parish,22111,Louisiana,1028.5993248995
Vermilion Parish,22113,Louisiana,931.937477660547
Vernon Parish,22115,Louisiana,1000.54496820889
Washington Parish,22117,Louisiana,1164.73121739318
Webster Parish,22119,Louisiana,1079.56361422055
West Baton Rouge Parish,22121,Louisiana,950.637509605035
West Carroll Parish,22123,Louisiana,1045.58056057265
West Feliciana Parish,22125,Louisiana,866.624776238745
Winn Parish,22127,Louisiana,1088.05740034645
Androscoggin County,23001,Maine,852.678146723782
Aroostook County,23003,Maine,831.128760107067
Cumberland County,23005,Maine,726.024532407438
Franklin County,23007,Maine,811.6796737789
Hancock County,23009,Maine,764.261433663294
Kennebec County,23011,Maine,845.778772923299
Knox County,23013,Maine,716.095948202802
Lincoln County,23015,Maine,736.924925483645
Oxford County,23017,Maine,845.21010214185
Penobscot County,23019,Maine,831.628676529869
Piscataquis County,23021,Maine,876.244594966877
Sagadahoc County,23023,Maine,758.451402724889
Somerset County,23025,Maine,866.785483578376
Waldo County,23027,Maine,785.787914644989
Washington County,23029,Maine,930.687398645524
York County,23031,Maine,738.610907071959
Allegany County,24001,Maryland,905.908645532952
Anne Arundel County,24003,Maryland,793.443000163359
Baltimore County,24005,Maryland,744.45399317568
Calvert County,24009,Maryland,777.24550825511
Caroline County,24011,Maryland,955.495022316024
Carroll County,24013,Maryland,807.017427052484
Cecil County,24015,Maryland,928.136626682629
Charles County,24017,Maryland,808.313371247114
Dorchester County,24019,Maryland,896.059923724696
Frederick County,24021,Maryland,714.314160406159
Garrett County,24023,Maryland,789.742581445492
Harford County,24025,Maryland,776.169187783649
Howard County,24027,Maryland,579.544491612728
Kent County,24029,Maryland,787.623254969001
Queen Anne's County,24035,Maryland,756.748856949742
Saint Mary's County,24037,Maryland,799.014017527516
Somerset County,24039,Maryland,917.085435491787
Talbot County,24041,Maryland,686.369987416518
Washington County,24043,Maryland,861.077027200253
Wicomico County,24045,Maryland,906.29695073866
Worcester County,24047,Maryland,752.084771654035
Baltimore City,24510,Maryland,1151.61304721206
Barnstable County,25001,Massachusetts,692.069170881592
Berkshire County,25003,Massachusetts,734.663958032319
Bristol County,25005,Massachusetts,788.71597598471
Dukes County,25007,Massachusetts,634.543424308544
Essex County,25009,Massachusetts,710.417294644781
Franklin County,25011,Massachusetts,729.421440915459
Hampden County,25013,Massachusetts,797.096340104551
Hampshire County,25015,Massachusetts,712.122719254231
Middlesex County,25017,Massachusetts,649.673362273024
Nantucket County,25019,Massachusetts,670.888858170233
Norfolk County,25021,Massachusetts,664.258865216907
Plymouth County,25023,Massachusetts,765.279663925932
Suffolk County,25025,Massachusetts,708.008292047662
Worcester County,25027,Massachusetts,767.953347865587
Alcona County,26001,Michigan,857.940933174991
Alger County,26003,Michigan,769.960674957031
Allegan County,26005,Michigan,815.051808847494
Alpena County,26007,Michigan,822.605391521817
Antrim County,26009,Michigan,724.623237564736
Arenac County,26011,Michigan,899.527349336257
Baraga County,26013,Michigan,876.55083036763
Barry County,26015,Michigan,790.259887019958
Bay County,26017,Michigan,833.846776421035
Benzie County,26019,Michigan,755.244228778758
Berrien County,26021,Michigan,870.042833675268
Branch County,26023,Michigan,867.150087503537
Calhoun County,26025,Michigan,910.509083741317
Cass County,26027,Michigan,824.847842625827
Charlevoix County,26029,Michigan,737.83257488871
Cheboygan County,26031,Michigan,779.296849155915
Chippewa County,26033,Michigan,785.864088810755
Clare County,26035,Michigan,980.474422973379
Clinton County,26037,Michigan,711.919746883216
Crawford County,26039,Michigan,845.970947997991
Delta County,26041,Michigan,753.710418209685
Dickinson County,26043,Michigan,758.019585025207
Eaton County,26045,Michigan,780.132745086156
Emmet County,26047,Michigan,731.271907790771
Genesee County,26049,Michigan,971.949823011731
Gladwin County,26051,Michigan,879.95296198148
Gogebic County,26053,Michigan,815.542493087074
Grand Traverse County,26055,Michigan,713.466125967481
Gratiot County,26057,Michigan,851.772322889707
Hillsdale County,26059,Michigan,854.270188263208
Houghton County,26061,Michigan,825.98205523742
Huron County,26063,Michigan,851.700811055162
Ingham County,26065,Michigan,826.110353958225
Ionia County,26067,Michigan,851.766421154262
Iosco County,26069,Michigan,904.656782980772
Iron County,26071,Michigan,782.558521767692
Isabella County,26073,Michigan,798.587726874712
Jackson County,26075,Michigan,872.119508372479
Kalamazoo County,26077,Michigan,791.725232946555
Kalkaska County,26079,Michigan,890.467319599913
Kent County,26081,Michigan,756.840832896978
Keweenaw County,26083,Michigan,701.838923514377
Lake County,26085,Michigan,922.880908004227
Lapeer County,26087,Michigan,845.326629466687
Leelanau County,26089,Michigan,569.850670218224
Lenawee County,26091,Michigan,839.480282583579
Livingston County,26093,Michigan,754.661778271181
Luce County,26095,Michigan,828.568719416821
Mackinac County,26097,Michigan,783.329446592627
Macomb County,26099,Michigan,840.662101506396
Manistee County,26101,Michigan,818.282082249255
Marquette County,26103,Michigan,801.660894560673
Mason County,26105,Michigan,814.065937368657
Mecosta County,26107,Michigan,805.440587839548
Menominee County,26109,Michigan,744.888508925496
Midland County,26111,Michigan,705.564536739183
Missaukee County,26113,Michigan,837.84530941173
Monroe County,26115,Michigan,849.86408792356
Montcalm County,26117,Michigan,878.191069533229
Montmorency County,26119,Michigan,888.578330335499
Muskegon County,26121,Michigan,878.132082462741
Newaygo County,26123,Michigan,860.491385935507
Oakland County,26125,Michigan,742.681779121049
Oceana County,26127,Michigan,800.600786325996
Ogemaw County,26129,Michigan,968.833813754481
Ontonagon County,26131,Michigan,856.36911418877
Osceola County,26133,Michigan,873.80045219804
Oscoda County,26135,Michigan,903.635361295458
Otsego County,26137,Michigan,785.502524321398
Ottawa County,26139,Michigan,667.578096748456
Presque Isle County,26141,Michigan,739.562002923082
Roscommon County,26143,Michigan,915.340149629654
Saginaw County,26145,Michigan,856.034006369945
Saint Clair County,26147,Michigan,888.789857600742
Saint Joseph County,26149,Michigan,911.287687603872
Sanilac County,26151,Michigan,853.40453864047
Schoolcraft County,26153,Michigan,831.132606763274
Shiawassee County,26155,Michigan,892.124892954459
Tuscola County,26157,Michigan,855.455504078973
Van Buren County,26159,Michigan,874.794112444676
Washtenaw County,26161,Michigan,685.411497639969
Wayne County,26163,Michigan,968.41181309855
Wexford County,26165,Michigan,871.370745441615
Aitkin County,27001,Minnesota,716.945164240733
Anoka County,27003,Minnesota,666.712396852243
Becker County,27005,Minnesota,803.878308446057
Beltrami County,27007,Minnesota,815.55013407677
Benton County,27009,Minnesota,795.341747332246
Big Stone County,27011,Minnesota,760.399755638713
Blue Earth County,27013,Minnesota,693.869442371863
Brown County,27015,Minnesota,688.274174098267
Carlton County,27017,Minnesota,855.781611730567
Carver County,27019,Minnesota,586.204281379279
Cass County,27021,Minnesota,790.746884028623
Chippewa County,27023,Minnesota,709.695216204952
Chisago County,27025,Minnesota,734.406197996555
Clay County,27027,Minnesota,702.897553942603
Clearwater County,27029,Minnesota,836.732950203188
Cook County,27031,Minnesota,601.405238425733
Cottonwood County,27033,Minnesota,665.414425915408
Crow Wing County,27035,Minnesota,706.675092324373
Dakota County,27037,Minnesota,642.749329502395
Dodge County,27039,Minnesota,651.641526690197
Douglas County,27041,Minnesota,656.349998227121
Faribault County,27043,Minnesota,707.424299905152
Fillmore County,27045,Minnesota,684.746713917086
Freeborn County,27047,Minnesota,710.228414882386
Goodhue County,27049,Minnesota,718.816770531587
Grant County,27051,Minnesota,731.173317171747
Hennepin County,27053,Minnesota,678.222799200852
Houston County,27055,Minnesota,641.690838860666
Hubbard County,27057,Minnesota,679.471427637892
Isanti County,27059,Minnesota,734.302961284159
Itasca County,27061,Minnesota,787.629418051731
Jackson County,27063,Minnesota,643.755980821553
Kanabec County,27065,Minnesota,747.996446063676
Kandiyohi County,27067,Minnesota,675.515965405044
Kittson County,27069,Minnesota,805.025247725398
Koochiching County,27071,Minnesota,770.310769524094
Lac qui Parle County,27073,Minnesota,662.115830092659
Lake County,27075,Minnesota,748.203164223021
Lake of the Woods County,27077,Minnesota,724.586336520066
Le Sueur County,27079,Minnesota,669.544118675086
Lincoln County,27081,Minnesota,718.50766651429
Lyon County,27083,Minnesota,699.822704828036
McLeod County,27085,Minnesota,666.689430220797
Mahnomen County,27087,Minnesota,895.750378767568
Marshall County,27089,Minnesota,606.380484902829
Martin County,27091,Minnesota,667.203796675473
Meeker County,27093,Minnesota,712.462467931908
Mille Lacs County,27095,Minnesota,837.151734324997
Morrison County,27097,Minnesota,725.394291815688
Mower County,27099,Minnesota,640.962325914814
Murray County,27101,Minnesota,645.382366532433
Nicollet County,27103,Minnesota,627.145965987963
Nobles County,27105,Minnesota,654.875292821669
Norman County,27107,Minnesota,809.814487924275
Olmsted County,27109,Minnesota,604.183733097423
Otter Tail County,27111,Minnesota,715.714604725071
Pennington County,27113,Minnesota,749.349755261696
Pine County,27115,Minnesota,761.248688192729
Pipestone County,27117,Minnesota,711.412971127102
Polk County,27119,Minnesota,807.194408441196
Pope County,27121,Minnesota,701.358246973986
Ramsey County,27123,Minnesota,742.23590548041
Red Lake County,27125,Minnesota,785.989322369132
Redwood County,27127,Minnesota,735.804065578922
Renville County,27129,Minnesota,775.536986335542
Rice County,27131,Minnesota,699.469503044686
Rock County,27133,Minnesota,760.437494532451
Roseau County,27135,Minnesota,718.308118673891
Saint Louis County,27137,Minnesota,785.541059350998
Scott County,27139,Minnesota,646.111254815482
Sherburne County,27141,Minnesota,715.156469616245
Sibley County,27143,Minnesota,694.692003874134
Stearns County,27145,Minnesota,613.416663690745
Steele County,27147,Minnesota,650.497282002531
Stevens County,27149,Minnesota,597.473594771202
Swift County,27151,Minnesota,665.64453639865
Todd County,27153,Minnesota,686.148932058361
Traverse County,27155,Minnesota,669.86680206056
Wabasha County,27157,Minnesota,639.243233447503
Wadena County,27159,Minnesota,824.338032156736
Waseca County,27161,Minnesota,663.260057614095
Washington County,27163,Minnesota,639.073797711502
Watonwan County,27165,Minnesota,682.559878340105
Wilkin County,27167,Minnesota,812.107737857913
Winona County,27169,Minnesota,692.642845478705
Wright County,27171,Minnesota,697.220886311385
Yellow Medicine County,27173,Minnesota,684.623566424191
Adams County,28001,Mississippi,1086.6008966871
Alcorn County,28003,Mississippi,1141.23099114646
Amite County,28005,Mississippi,902.665142073428
Attala County,28007,Mississippi,1122.73022619724
Benton County,28009,Mississippi,1042.6264169461
Bolivar County,28011,Mississippi,1258.59363274349
Calhoun County,28013,Mississippi,1016.85818175515
Carroll County,28015,Mississippi,866.850251306849
Chickasaw County,28017,Mississippi,983.925686848484
Choctaw County,28019,Mississippi,876.412789412416
Claiborne County,28021,Mississippi,1106.06721195674
Clarke County,28023,Mississippi,1031.282638001
Clay County,28025,Mississippi,996.308253034915
Coahoma County,28027,Mississippi,1249.3322172069
Copiah County,28029,Mississippi,1033.44955388959
Covington County,28031,Mississippi,1145.05629467296
DeSoto County,28033,Mississippi,931.595670868323
Forrest County,28035,Mississippi,1072.68285751838
Franklin County,28037,Mississippi,1018.58915796152
George County,28039,Mississippi,1219.63009975268
Greene County,28041,Mississippi,1051.74989792397
Grenada County,28043,Mississippi,1197.13693291567
Hancock County,28045,Mississippi,933.901722410517
Harrison County,28047,Mississippi,1050.4477828795
Hinds County,28049,Mississippi,957.484994586176
Holmes County,28051,Mississippi,1237.50743745243
Humphreys County,28053,Mississippi,1168.06627169643
Issaquena County,28055,Mississippi,906.480741888402
Itawamba County,28057,Mississippi,1101.41724818224
Jackson County,28059,Mississippi,1015.6044144787
Jasper County,28061,Mississippi,993.643881488314
